,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
1135,-22836,1927,6145,-121074,-16571,-38516,-22585,-15986,-12273,-62692,-22694,-34857,-7380,-17476,-7567,9578,-47492,-646,9416,-1527,-4439,13079,-28408,-23561,-3192,36916,-15287,22606,26459,-3396,20126,-14544,13571,7655,55741,338,25087,17203,16006,5279,27234,12245,12833,13552,8436,-2621,2502,22940,16640,2030,16283,-14198,-11763,22153,19864,6015,6984,18746,-20261,-45320,3212,6646,-3694,13918,40026,-35860,8218,33531,-47637,5459,41751,-9038,14573,20511,-34970,-2716,38749,-3086,7124,43572,-14408,-11729,20293,-277,-28855,39720,-27954,-34299,19422,-19273,3799,5876,-41353,4524,-8754,-2371
1136,-9734,-22959,15467,14040,-42606,39451,-16397,-8875,33153,3202,-16323,16341,26081,-9440,47516,15596,-45144,-1007,2346,-33616,26696,9019,-24639,4011,11819,-49668,15312,11736,-67700,46665,-3365,-28494,-9440,-322,-94024,37138,-28367,-16797,10471,-10577,-79472,45106,1841,-22277,16168,-3324,-35626,10164,-2161,1831,15396,-26933,-40118,12287,15532,-19794,20742,-15336,-46111,11699,19007,-24828,7078,-11491,-55512,9184,-15804,-27126,853,-16765,1143,3075,-27621,51759,4201,-39272,-3208,13560,-142926,129908,-23778,-45519,15793,-24161,-63898,56033,-56195,-16042,-12753,-3245,-6820,-29046,-24508,-10791,-32636,22284
1137,-20137,15510,1323,-51572,7252,645,-4893,13156,-5217,-22790,-6543,-8342,-38177,-20004,-19590,-45930,-3683,8938,-29597,17603,11678,-43198,-12001,-23402,-42759,9985,11546,-87181,14214,-4661,-22401,9512,5533,-95251,37950,18814,-7407,-2414,8235,-79243,26814,27628,-29290,-15601,9889,-35118,8201,11382,-17623,-30179,-16000,-17622,38383,17384,-34178,-2151,-14135,-32560,49703,14967,-21291,5563,4298,-29941,28416,36772,5050,7270,35198,5632,-3019,-2582,39903,-46322,-27054,-1642,-15313,-14962,128245,-7843,-97957,21560,-11551,-24271,56121,-33998,-31303,-19157,21394,-20557,-19208,6370,14413,-34929,25051,-11354
1138,-20187,-15148,-6937,-21727,-7083,20014,-37497,-18907,-5737,-7050,-3780,877,-7516,10674,22889,-10951,19222,-7380,-23448,-6385,-20017,-8427,11374,24630,-18697,-19305,-33169,-29592,-6948,16308,-34900,14450,-14752,-40818,-16137,25743,-11704,7270,9162,-45183,3585,67385,-54630,-37180,4764,-5101,6365,27812,-15488,8154,13253,-42007,-7290,-8065,-12550,3773,-1704,-47603,-16314,10301,14895,12430,8194,-27399,-17464,-101,-1559,-24323,-1965,-41029,-14483,-38164,-31437,3620,-15152,-15306,15868,5564,2627,30008,14440,-51162,31997,-7702,-25315,23950,-19702,-34100,28449,3982,-32264,19178,-4812,-13317,21053,5832
1139,-14293,-2297,-18639,-22740,-52295,9253,6609,-22643,-3393,-27760,-41876,15219,22600,-9290,-1474,12368,-33238,10702,26191,-12145,-20367,27130,-25707,17433,-18536,-6645,-6826,-2268,-32022,10219,6718,-16820,20523,-26424,-17145,-12444,-20860,-8562,15222,-41817,-2323,-12223,-46184,12433,24697,-44088,23905,14120,-28554,33098,17178,-48314,10587,13864,-72257,11154,2995,-39351,9779,30385,-236,-22291,14472,-22389,3850,-2697,-25462,14861,21313,-42506,8339,-4094,-42155,30675,40325,-24205,-2718,-13438,-156629,127660,-22935,-54510,40332,1441,-115838,63937,-10692,-37638,48947,-7472,-15877,21532,870,9015,-9018,-1010
1140,-29542,-12323,-9572,-25284,-15515,8510,-97903,-27458,-2275,-9191,-18143,27331,-58130,-23050,18239,-18743,-15390,-7991,-21736,-10900,16249,14711,-7379,-26486,-16706,-3024,-13569,-6822,-9435,-4657,-8151,-5222,22622,1869,-21849,13431,-20273,46,-18968,9434,-18184,-6174,-8202,4547,6700,-20447,2574,-3176,-17992,30025,7968,734,-8036,5599,4785,18723,4270,-13437,4250,14032,17891,-21649,32355,24935,-12621,-4223,-11959,-16295,2932,-12661,4617,582,-29744,356,3152,-34688,-16887,4147,-34469,32301,5006,-83923,28207,578,-33865,8152,6531,-34689,25482,28482,-40809,26445,35828,6993,11944,5236
1141,-34609,6011,-2124,-24182,-5633,15327,-103031,19587,1651,-10219,-18164,19980,-60509,3027,17863,-14508,-11338,23330,-22675,-2235,20231,4253,-7042,-14800,-12722,4874,20518,-9936,-3334,4236,-5041,-2776,15135,-11303,-16356,-5055,-22895,17458,-15850,-7069,-18190,-13892,-4905,7557,4732,-14072,10623,17456,-6834,41063,-1187,-1746,-9003,1673,8765,18712,-21278,-3374,6738,19525,3202,-25347,8234,12953,-19333,-8753,-21270,-1022,-15462,-7225,11315,10008,-25993,15969,2534,-38609,2049,9315,-5895,38574,21865,-58356,65991,16465,-23847,22597,21034,-22859,36546,11552,-21360,35506,31178,5128,9362,-11792
1142,-31006,10491,-3253,-169857,29951,-22198,-3351,-14699,39564,-265988,96826,-33730,-28639,-31180,7917,-213476,177079,96221,5029,-22133,1159,-69833,59652,20315,-38194,-38705,17938,-39673,14702,8621,-16954,11056,12290,-31142,-2407,5317,12067,-6787,27643,8449,20626,32052,-29177,4932,28948,-17930,27181,9444,23851,55,4557,12065,3719,-2196,28438,-5910,-727,-4557,-8877,4451,8981,-5941,6655,20530,11080,9888,-134,-19908,-11220,6444,-2671,922,34265,-22877,-16638,46996,9715,-605,21783,22996,-22161,9153,36594,-27540,39771,-12909,-41258,305,-6659,-10070,15937,115,-394,938,-1328,-893
1143,-57629,-204,-33341,-72166,14490,-15764,-139118,53998,-28000,-40645,30873,4897,-140261,57977,-24629,-24383,15184,-9503,-95777,34546,4037,-43721,17480,-569,-35335,-4258,8757,-18939,-3499,-26333,-34656,47667,-2749,-26847,9971,-20222,-7955,35942,-12838,-26756,34517,-2608,-8635,59625,-7891,-13827,8569,4297,-33635,-12983,3344,-16059,-5639,11500,-18016,15994,-2019,-21725,11663,23230,-10894,-15702,-12214,-30566,5345,-17049,13619,-5061,-5244,-2669,-1396,-16114,-4788,26596,17396,16750,16494,-11549,-25253,4443,-13858,-4059,-12585,-17,-17857,-815,1168,2032,18637,-3512,-28408,32760,-8249,-20299,22003,-12136
1144,-273,52141,-6057,-22582,22463,-26030,27898,60968,-24062,-4339,14233,-26920,17792,78037,-25277,10222,-21214,-6621,31172,25563,-18887,22022,8358,3336,13987,-10958,-1629,18486,3966,375,29336,26373,34447,13055,-28376,2255,7049,-17571,16616,12288,-11254,9176,-1554,37049,22936,9487,-3195,-5880,4715,-2016,3318,-19156,5279,7501,-6747,27404,25884,-2583,36145,21110,-10059,12088,3782,1777,-18165,10857,847,-2606,9592,-22696,4019,4384,-13509,-889,36200,18504,21110,-6776,6441,16578,3742,5697,31096,2326,-21316,37309,6522,-38915,35369,32673,-49029,76416,-28412,-13385,16520,17356
1145,-85814,-8145,18704,-40940,-36987,21688,-175983,43780,50085,-73211,-19940,13507,-187928,48294,44880,-12327,-1234,-12678,-101929,40734,35245,-2303,7212,464,-19990,45064,17240,1629,-8988,-551,2492,14206,14404,-7325,24593,-20343,3944,19746,-11008,1896,-3368,-15770,-13495,18075,-9455,7973,8974,367,-10995,6287,-10697,-36,4649,-6435,4885,-14481,16217,8217,-28985,2758,156,-19618,-10011,-27485,-13806,-28514,-33503,-33038,-23520,-3104,-1293,-12852,-25382,20871,-10487,-65433,8832,-12958,-18232,33411,11750,-21951,49198,18146,-11828,33868,29357,-10610,27404,30373,-28797,59337,46983,14252,35694,6097
1146,4064,-16043,8352,-78370,24919,-4447,-22149,6091,17599,-107291,1067,-20766,13459,3302,24349,-195870,39631,-2406,3401,21251,29517,-134820,86197,31692,52966,24625,1294,-51130,10063,34941,664,-5876,-5681,-25169,33012,17219,2718,20138,-11472,19563,14579,16520,-8674,1690,7693,10220,14172,5196,10928,-11607,4925,13939,14799,-30795,11260,-8422,-3432,-4881,11692,-12574,15058,2263,2746,12998,7540,32563,7057,-709,-3274,17405,-8632,16665,44851,17280,-1905,39430,-12769,-8483,19096,7398,8698,18556,17054,-12381,29523,12921,-27179,26296,-4979,-3175,22961,-29048,-11397,47626,-25222,3318
1147,-27680,14352,-6303,-132245,29354,18137,-57695,7333,17313,-132240,35594,40144,-42601,-13988,-910,-72711,6924,72860,-27896,42514,26751,-26253,-28715,50921,-19716,-14985,-16066,-38208,5816,31063,-9048,44172,27404,-28643,7775,11742,3241,31158,17458,20402,33347,18770,-32622,38154,26091,8608,27038,20337,-5064,-4210,21196,-25608,-4176,4555,-35240,14757,1256,-49820,-34125,19058,-52115,15172,3314,-14820,6801,19743,-56041,18105,-60,-15581,-951,2638,-64119,25788,4549,-40312,-5559,5922,-19702,15749,16497,-2132,1548,-2569,-16907,-4540,-46349,-7926,4627,-8408,18880,62,-46722,17853,7387,1736
1148,-6498,-23976,-5220,-7555,251,5079,-28754,-5729,8741,4772,-16246,-10390,24,7332,-3239,-30910,8298,-404,8841,-19654,-12529,-21567,-14146,-1231,10067,15096,32311,-4573,8034,-402,18145,14801,-1273,8236,16405,5612,-3770,-5501,-11845,-2681,17249,2448,20918,23088,-810,4119,-4611,7187,-15777,-7906,-18992,-10496,-16489,-21347,-8,10801,1639,13679,5327,-29230,-11096,-14435,-6721,6870,21171,-17280,-8974,-7398,-21452,-21344,-17790,-2922,-99015,621,-35731,30541,-45766,-58961,-36807,-26165,-22200,-20612,-23346,-6525,13660,-2002,-8466,26122,-13095,6544,-35866,-1998,-471,-3162,-17279,-6954
1149,-2307,17339,-199,30756,-11754,14873,16342,-41739,-429,16234,-4710,11287,-23346,-32418,-30900,1194,-10475,11470,-84787,-19414,-20783,12954,-15287,760,-55328,1997,-7409,9143,2202,-739,-35925,-4750,-6108,20555,1452,21704,-41587,27879,-25805,16611,16105,22704,-10222,16271,-4754,27807,12549,15455,-31320,26004,-29515,-1572,-15,-12759,-30750,33604,-12334,-4212,2134,1732,-9201,15112,3525,-31,-8812,-5562,-10587,19133,8939,3397,24483,-2125,31905,8173,-170,5255,-3074,528,-14121,1444,3660,29301,12996,4324,-187,-27050,-2582,10606,-10564,9824,5876,-44419,6155,-12554,2757,2772
1150,10970,10313,12046,25985,-25516,19922,-1509,-45770,-5266,20316,-17821,25667,-36324,-19918,-18844,4633,-20502,28629,-86020,16537,6873,10963,-26760,16504,-39975,21693,26973,11683,-1221,-1142,-26289,4922,14606,35218,-19188,31170,-18417,41319,5455,31966,407,32620,1145,18412,18207,36578,-5024,23100,-5340,34525,28949,2043,389,4517,-6225,40986,22232,-2008,-1756,8758,6299,12052,36242,2995,-10733,11368,6694,19079,25152,21114,15147,20550,44325,-13157,28425,8279,-7536,8571,-6208,5632,23693,33749,60,6929,-9876,-24750,5293,10271,-16710,20173,-8591,-44828,10363,-9578,9595,7772
1151,-48747,16909,-32100,-6392,26684,-17970,-114838,33135,-37504,-12990,45678,7137,-152620,47286,-17908,-8971,1144,-31571,-83839,30222,-7968,-53161,27598,-20165,-52927,45316,21671,-36357,14851,-10823,6589,13477,18535,-9678,16351,-11889,-13657,55330,17530,-10037,33436,35668,-34281,48977,19732,-54257,81341,6644,-59355,65947,2954,-69025,89585,-6800,-26491,60888,18060,-34625,69140,-512,1613,21590,-31617,-41652,37051,-20238,-31680,24604,16663,-39670,11742,-27824,-17064,15270,-3461,-36574,1542,-10497,-13600,37913,-14383,-20443,12960,-4717,-25937,1813,9271,-8779,-11746,-4464,-2209,3133,-8169,-16814,21007,1140
1152,-46625,24028,-28020,-3074,27918,-13623,-110422,50779,-26819,-5220,47163,11158,-145078,68514,-7837,-12081,4525,-34533,-79961,42608,-3648,-49129,35027,-18595,-45120,51942,23784,-33200,18958,-8111,11201,12340,18546,-6912,18359,-12236,-5570,56238,16607,-6965,35770,26819,-25850,52456,20187,-41515,86391,13352,-48427,73673,11992,-55218,96514,1127,-17956,63361,16497,-25783,72829,1322,5196,21079,-30114,-37755,42536,-23276,-27294,26559,16058,-38627,17565,-26464,-13061,14942,-3949,-37304,7646,-10005,-8284,39165,-13926,-18806,14785,-4658,-23817,4055,12374,-10788,-10906,-7203,-903,2780,-7945,-13794,23327,1503
1153,-24613,-11732,29809,-749,21559,-10872,-44707,-58153,13698,32888,14192,4459,-50929,-19460,45366,-12563,3740,18018,-18259,-11004,25542,4124,4131,14755,-35250,14407,-6325,19242,-16839,-8562,-19394,-9035,-16096,10428,7823,-1242,-14355,23540,-22424,13034,4029,18251,-13204,3934,3921,-12956,-3239,-6962,-9181,-10993,18535,12377,-13003,-2735,13740,-17414,3939,-12281,-30135,-2455,-4727,-13874,-3476,11366,-23971,23713,-10471,23891,-12043,-22051,22636,23638,-26056,38283,-9651,-32658,60998,-9212,-114518,125934,-54028,-43228,36162,-24682,-60543,72605,-46953,-33045,-2637,8888,-8089,5806,11964,9768,29979,1516
1154,10580,2219,8117,30286,-6389,-6253,7865,-10285,6279,2013,-33734,16039,4871,14304,-9898,8889,-34937,25995,41567,18373,22548,20384,-37640,-17492,1353,16942,-13389,714,-33303,-1233,-6403,34478,-11440,-3762,-13641,-22147,-31410,45435,-25970,-14688,30691,-25306,-23266,35227,-10440,-39305,6563,-3287,-11681,42609,9772,-29339,22061,-31672,-39427,49585,5300,-46599,24128,-5598,-44133,50513,-8902,-46152,8691,-21895,-40657,37582,-47255,-3439,14133,-13094,-54281,-4634,-59205,-7255,-4047,-39796,-28421,-11931,-4947,-12637,15081,-19244,-1233,-32572,-9599,8019,17784,32058,-3797,-25785,16849,15826,-16158,15491
1155,9624,-3637,8404,12552,10003,5220,-7146,-21706,23848,-34949,-7249,-9958,-6491,2205,14365,21366,-24013,-3893,12166,1437,12268,1442,10307,2956,7436,39790,20277,-4201,-8347,-26087,-8963,13384,14658,21657,9949,3642,7093,34680,34142,-11617,24633,-10602,-19879,10668,4505,2138,-18795,4241,-5684,-4441,14650,15610,-7788,6877,-10058,2489,-4435,1717,-24082,40224,6954,-29551,6965,32061,-22929,32796,9196,-12752,21905,2515,-2772,2116,-70486,24860,-37795,21241,-3680,-16410,3026,-10448,-8884,-3958,-15110,-23725,17926,-28273,-19757,-19188,-34472,-21813,17044,-4909,-10855,12127,5548,7068
1156,16459,5704,8902,9783,-27720,3486,31131,-30818,38295,13722,-47350,22286,10428,-31556,52272,22277,-22510,10185,25750,-41672,39778,680,-15881,19901,-48326,-7504,25743,-8082,16940,282,-68558,8443,9747,-46737,-5417,5182,-141585,96490,-37656,-56843,52100,16088,-120203,82618,-41166,-51371,35494,-25342,-52922,4223,-1122,4919,38801,502,-30263,-33346,6092,10170,-11967,-77,-36697,7408,3926,-6434,3607,-13609,-25920,-21173,16914,-19299,5214,2117,-7363,-3921,3128,-15842,11023,4937,-3427,1830,-13059,6193,-12652,15605,-22960,-6025,-4240,21934,28006,10515,1399,-34022,-19155,4236,-4188,-3267
1157,18195,14833,3077,31612,21544,-9154,9981,-839,5744,1221,20466,-30587,6226,-7167,34156,9404,49936,1969,1321,9468,2059,-18092,37166,-8464,-3305,49514,543,-14784,43466,-12896,21755,25005,-8331,-16690,42880,-2024,-19039,28942,-19977,15860,14733,5864,-37051,-27157,-11999,3052,16932,-12762,-2937,-7462,-13022,-1789,27970,2778,-32347,11228,113,-16136,-23941,30860,-2039,-8407,-6498,-37129,-31686,-5134,-45828,14791,-28188,-22603,7387,-4082,-100185,47867,-35667,-4370,16838,-7678,13340,6213,-12916,-6777,27547,-24812,11984,5566,-33588,-17177,11874,-16319,10858,6913,-12492,-8475,1045,-11385
1158,-2873,-11940,15292,44348,-9238,-23563,-46588,-59659,31441,26831,1384,17090,6024,-42645,13194,4797,-9267,20913,-21709,-12551,-109,-3080,195,58351,2523,8495,18222,-24297,-6135,26469,-35463,-27802,-603,-35299,-51831,10658,-12378,-65485,35117,-53261,-19954,-23521,-34184,-45804,30104,-49808,-40185,-687,-35165,-49398,-480,-91552,9208,-11439,-144826,-15040,-20006,-56533,10340,1517,-50404,24361,-9756,-73583,-15045,-21372,-72743,-16716,-19614,-42852,32368,-1604,-80768,52048,-5887,-74674,52799,-12995,-146660,128302,-41758,-78177,65133,-4758,-135892,90481,-54421,-78606,34906,-11051,1820,30848,-24449,-14219,4466,-6653
1159,-1417,-18028,21050,16121,-34977,-25219,-59731,-17173,30226,13341,-23742,-17866,-30032,-36984,-8622,-6814,-7327,-23269,-13555,-1212,15534,921,-6809,1106,-3576,12657,-29604,-21350,11170,-7799,-39031,10261,18536,-71208,7745,-19774,-63680,-25934,-7228,-49295,41106,1673,-62506,3445,-11517,-72659,36684,-15213,-79951,27508,-63521,-58181,91142,9299,-86808,101308,44744,-32485,56897,-3395,-15033,65093,-833,-55634,53458,20303,-56040,53790,19979,8863,43904,36674,-4551,100224,22428,13863,74460,57775,41325,178457,87188,21274,84585,51728,13295,152275,71557,-4154,74404,49886,22676,25774,-9650,-6964,14609,3117
1160,-33118,-9970,-13656,705,14957,13,5318,-3374,-22641,11463,-31061,-450,1905,-348,-4296,17178,14167,-9388,-10147,-5801,7863,30738,11425,-28869,21574,16663,-11618,12478,18651,295,-2732,-7780,-12508,43757,5905,-4060,18977,2198,-17963,5224,-11681,-9782,-15607,15174,-12376,12106,22223,-7981,18766,-10212,1853,-7127,8936,10633,-10292,22403,10728,46882,28078,6451,3682,5425,5497,6006,-25717,-11366,26348,2652,-20432,-46084,-27116,-37253,-20844,-30599,2283,29002,972,8195,1076,-4743,2911,-3762,14799,-31744,22729,34353,-14239,-665,11683,1027,-22997,34799,-6340,9181,-11877,-13596
1161,-2646,20411,-7360,-19335,40097,8508,-11419,22165,-2206,-979,28159,7518,-20757,-23725,23992,8697,-1424,45469,-16531,-6134,30747,-23056,9960,-7831,-12630,-23969,683,-8884,14966,24515,-41597,-26594,-20335,-29049,8876,4795,-110433,0,-10953,-37754,2552,-14311,-84423,-12294,-4741,-55140,-11891,-2636,-63452,28752,15533,-46941,5667,-10731,-20822,17608,3287,-29995,31221,-17832,-16888,-5902,-5139,14228,26589,19470,7553,-12920,-527,17024,8217,7574,8432,-25782,12879,50408,-39710,2997,21940,-195,15773,17154,-14241,8455,35107,-10402,27872,-13100,-15781,32285,28693,-10819,1778,13651,8442,18068
1162,15146,-11513,-3862,15177,1164,9646,-874,-5738,8236,30076,-10538,26749,9228,19385,23504,-15956,-16113,-5975,9681,-315,-4194,-50739,11943,-6051,-6797,-34790,-16263,-80381,5873,10634,2480,-3511,11542,-26432,-21637,6847,20710,-10547,27667,-2355,4292,-6203,-12580,12172,9092,-12824,2186,3848,-6632,-15497,1180,-4069,-10835,16571,22240,-14220,5759,-8613,-13423,-7396,-214,-20612,20172,25793,-26262,3658,19657,-6485,-8735,7435,-4810,10050,14129,-14255,-6098,-27119,13634,-37419,1206,-9535,23943,-11211,-10315,-9464,5207,-30226,24036,16194,-19447,221,-8413,-15421,-15159,15940,-7453,14051
1163,-17436,-9665,-13725,-14580,-10920,4758,-8407,-4245,26688,-11063,-31861,-4441,-16668,4598,25731,-25976,1636,2077,-30094,-17888,-7003,-8520,-16656,-11556,-5146,16,-4540,-33185,-19168,-6272,-12390,-18840,-16897,9207,-13462,-18494,5764,19025,-14628,-16047,-13720,-10068,20162,18572,-8731,7135,10577,5053,7501,14518,10361,3691,-21903,-9740,17185,3632,-4647,22153,-6114,6491,-8149,-9797,-17647,-1566,8109,6802,1293,-29373,-4474,-36051,-8432,-25807,-6729,-15917,-8536,-22400,-22112,-22054,-42613,5427,6714,-4528,-18141,-3053,-31249,7717,4822,10596,-254,-17191,-25795,-33919,23926,8884,-5717,7352
1164,-37976,-15898,6506,-22230,5189,-9774,-138358,15733,-16713,-20307,4965,-17645,-155501,-5088,21362,10380,32828,8555,-53389,-26621,31590,-29989,50646,-6881,-27162,-50005,37780,-17514,31108,10969,-12308,2122,19776,11432,34586,12149,15696,11518,24082,-13133,-676,21069,2460,-999,17511,13705,-3255,-16426,-20542,415,-8461,24375,-15371,-2195,-17767,-12115,2206,-14717,-11015,9819,-12646,-39505,-7192,-19977,-1076,-8922,-27675,-48399,-7029,-12385,-16157,14915,-23006,19877,1512,-28345,24513,18994,-59276,60388,19851,-48334,42444,24899,-34359,45439,29172,-34739,30422,29105,-12022,34380,60437,-22728,16639,23746
1165,-23100,185,10023,-142132,-5280,-20136,-45359,12214,25531,-185326,-26786,-7096,-75653,-6650,42481,-203868,6371,20074,-32201,-40351,26401,-182542,28062,66897,-20529,-1339,30682,-106801,28604,43024,6895,5774,33405,-16748,30510,33978,13222,-13766,25598,-10500,15530,26313,-25779,3296,22293,7257,12487,-5691,21499,3328,-5398,954,29158,22578,-75,14052,34645,27289,-2474,-6446,16853,23822,21605,5290,11516,34308,13484,12196,-5427,5385,24774,311,19754,9069,13775,-3235,-6317,12105,-2462,31426,14866,137,-2913,-11936,-5137,3554,17758,-6184,17161,29796,12791,-26851,3732,-9747,-8802,-10167
1166,-49444,7288,-26694,-24006,19523,-19532,-39547,29617,-4293,-26901,21565,2016,-20613,-1751,13310,-19566,17186,-16836,-8672,38466,22422,-21958,17384,-17496,-30558,13756,172,-6046,25779,10702,-26204,20405,-12282,-17324,21603,1555,-6802,-13778,19561,-27506,8721,-10527,-27859,-2928,9668,1640,-4036,8131,13938,21103,-7780,-20829,28615,-13041,6667,-12576,-30396,-18242,41837,13805,-48755,21771,-20043,-33201,21617,-6009,-20696,36533,-10636,-52872,-626,-31068,-12413,33517,1897,-36273,13269,-27723,-46206,13556,-975,-19177,4906,-14221,-42974,-1225,-18121,-32379,6967,2743,-17281,-9811,-6150,5022,3631,10094
1167,1826,-26457,-26,-136439,-71447,-24000,24888,-52619,16341,-83708,-16221,-6552,-15714,-66433,8462,-42217,-30130,-16070,-47266,-43596,8442,-52087,6416,-12001,-66975,-13405,7669,-34908,-13489,-8085,-129855,-3792,-25954,-2265,-24133,9764,-69849,-9748,-16216,-15634,-40507,2536,-9674,-21102,4115,-7943,-25130,-12789,3033,-4913,15888,2256,-40450,-12063,16152,-12603,913,-28598,745,-11013,21886,-5825,-15749,-25061,-11024,11525,6403,-5712,15089,3591,-12944,-4026,-8902,-23921,4638,-6305,-25339,3770,3384,-21094,-6503,11305,-49776,8540,-1062,-28866,-4056,-13868,-29482,-1399,-13804,15122,-9078,-6775,6776,-8306
1168,-16378,-22129,-8028,-163304,16322,-23535,-7558,-57954,-405,-77140,28335,8840,-45233,-52931,14439,-48543,-5705,3010,-62617,-14447,16035,-37536,30543,24338,-61600,21001,26630,-36092,9102,2065,-98606,62688,44816,-14473,-19449,21,-64041,27476,13036,-38868,-21119,709,-18999,-12950,10201,-15030,-16094,9335,1089,-5768,3894,-29903,-24848,-32207,8814,-20519,2545,-24135,15219,-2462,10631,-11388,-19540,-14977,-2209,39622,2462,-6386,-5421,-4011,-10031,1046,-16471,-19502,2651,-26067,-15793,-5841,-9459,-18575,-1925,-16274,-46047,-1639,-12571,-28401,-8211,-32500,-8699,-18381,-12762,29880,-25416,-41,4624,-3124
1169,-20232,23139,3593,-31895,49813,47885,10207,4754,-8015,4137,53912,18031,-14687,5600,-11811,-28524,74336,21943,9934,21265,-17105,-51952,33589,2284,-8167,2762,16744,-5795,28045,29468,5470,22480,-1657,-21176,10292,3038,4425,39595,2747,3938,30829,24296,-7958,2230,381,-11036,-23804,-12379,1710,25094,10521,-23095,-16422,-18531,-230,11027,13443,12983,20639,17545,-31218,-7615,-5380,-22570,-28520,-18915,-23737,21601,-12656,-47387,-885,-11159,-22287,34321,27174,-47097,29982,-6645,-138532,128760,-17524,-67954,42781,2376,-82349,79837,-36593,-47054,49582,-23835,-49026,30845,-35705,-23477,-17325,2703
1170,-34831,-4746,5483,-105035,32028,22577,-67186,7970,41185,-57404,1387,4552,-100617,829,17886,-55949,-9118,-5568,-60888,-20884,31766,-27370,14888,-20168,-41696,-48662,14312,2074,-12672,37076,21215,-20883,-3180,-3819,-25273,6397,6612,-15982,5307,-7965,-9968,27832,-2329,20899,11649,-15108,27192,2398,5113,-17106,-3199,-14537,8237,-17778,-28203,12077,755,-2531,2210,-15302,1002,-1952,-18620,5435,-24946,-4873,-6246,11783,-6379,-12032,8530,-28825,-16606,-5630,3068,-13326,-32186,-26760,-27090,-19469,-11136,8937,15567,-8077,-27799,2259,18097,-15421,13152,26679,-16815,10865,-3343,1866,1496,4929
